race_date,racecourse_code,racecourse_name,race_number,race_id,race_name,race_time,surface,course,distance_m,going,prize_money_hkd,rating_band,race_class,horse_number,horse_name,brand_number,handicap_weight,jockey,probable_overweight,draw,trainer,international_rating,horse_rating,declared_horse_weight,horse_weight_change,best_time,wfa,days_since_last_run,owner,import_category,horse_age,horse_sex,season_stakes_hkd,total_stakes_hkd,sire,dam,horse_id,runner_id,horse_profile_url,race_url
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,6,CIRCUIT CHAMPION,J428,129.0,Z Purton,,10.0,C S Shum,,73.0,1250.0,2.0,1.21.01,-,71.0,Cheung Kwok Wing & Cheung Kwok Keung,ISG,5,Gelding,0,2370300,Starspangledbanner,Wowcha,HK_2023_J428,ST_20260906_R09_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J428,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,7,BEAUTY CRESCENT,H334,128.0,Y L Chung (-2),,8.0,A S Cruz,,72.0,1086.0,9.0,1.21.11,-,85.0,Beauty Family Syndicate,PP,6,Gelding,0,8554950,Acclamation,Up In Time,HK_2022_H334,ST_20260906_R09_07,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H334,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,8,FLYING FORTRESS,J445,123.0,H Bentley,,4.0,W K Mo,,67.0,1035.0,11.0,1.21.10,-,56.0,23/24 Cody Mo Wai Kit Trainer Syndicate,PP,6,Gelding,0,5721550,Shamexpress,Starguru,HK_2023_J445,ST_20260906_R09_08,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J445,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,9,YUEN LONG ELITE,J272,123.0,M L Yeung,,5.0,K L Man,,67.0,1157.0,1.0,1.21.40,-,67.0,Friend of Yuen Long Merchants Assn Syndicate,PPG,6,Gelding,0,3859450,Grunt,Tuscadero,HK_2023_J272,ST_20260906_R09_09,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J272,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,10,TITANCK,L299,120.0,M Chadwick,,3.0,B Crawford,,64.0,1164.0,,,-,,Great Fund Syndicate,PP,3,Gelding,0,0,Invincible Spirit,Pie In The Sky,HK_2025_L299,ST_20260906_R09_10,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L299,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,9,ST_20260906_R09,COTTON TREE HANDICAP,17:20,Turf,A,1400,Good,1860000,,Class 3,11,EXCELLENCE VALUE,K093,117.0,P N Wong (-7),,9.0,W Y So,,61.0,1186.0,-24.0,1.23.56,-,137.0,Value Star Syndicate,PP,6,Gelding,0,5301600,Fastnet Rock,Wedding Veil,HK_2024_K093,ST_20260906_R09_11,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K093,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=9
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,1,PUBLIC ATTENTION,L035,135.0,K Teetan,,8.0,B Crawford,,80.0,1168.0,3.0,1.08.81,-,67.0,Karen Lo Ki Yan,PP,5,Gelding,0,1711200,Written Tycoon,Legramor,HK_2025_L035,ST_20260906_R10_01,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L035,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,2,JUMBO TREASURE,K249,132.0,K C Leung,,12.0,W K Mo,,77.0,1122.0,17.0,1.08.52,-,74.0,Billy Chan Chun Kit,PPG,6,Gelding,0,4596900,Written Tycoon,Secret Liaison,HK_2024_K249,ST_20260906_R10_02,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K249,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,3,AKASHVANI,K234,130.0,B Avdulla,,10.0,D A Hayes,,75.0,1093.0,-12.0,1.08.64,-,85.0,Prem Fathechand Melwani,PPG,5,Gelding,0,4073200,Alpine Eagle,Roses In The Glen,HK_2024_K234,ST_20260906_R10_03,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K234,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,4,GUSTOSISIMO,J303,130.0,H Bowman,,2.0,A S Cruz,,75.0,1208.0,7.0,1.08.37,-,71.0,Edwin Cheung Hon Kit,PP,6,Gelding,0,9178300,Exceed And Excel,Kaniana,HK_2023_J303,ST_20260906_R10_04,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J303,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,5,JUBILANT WINNER,J346,130.0,P N Wong (-7),,11.0,J Richards,,75.0,1198.0,-10.0,1.08.36,-,60.0,Happy Valley Brothers Syndicate,PPG,6,Gelding,0,4512600,Capitalist,We Can Dance,HK_2023_J346,ST_20260906_R10_05,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J346,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,6,PUBLIC ATTENTION,,,,,,,,,,,,,,,,5,Gelding,0,1711200,Written Tycoon,Legramor,HK_2025_L035,ST_20260906_R10_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L035,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,6,GOLD PATCH,L099,129.0,C Y Ho,,5.0,K W Lui,,74.0,1123.0,23.0,1.08.50,-,56.0,Patch Syndicate,PPG,4,Gelding,0,2700450,Ardrossan,La Donna,HK_2025_L099,ST_20260906_R10_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L099,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,7,LUCY IN THE SKY,J275,126.0,A Badel,,1.0,Y S Tsui,,71.0,1225.0,9.0,1.08.66,-,153.0,Athy Ngai Sze Yin,PPG,6,Gelding,0,4510200,No Nay Never,Spiced,HK_2023_J275,ST_20260906_R10_07,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J275,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,8,SUPER STRONG KID,K180,125.0,A Atzeni,,6.0,K L Man,,70.0,1218.0,1.0,1.08.92,-,67.0,Mr & Mrs Chan Hou Bo and Chan Jenny Chun Lai,PPG,5,Gelding,0,2616300,Brutal,Cappamore,HK_2024_K180,ST_20260906_R10_08,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K180,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,9,CALA DEI MORI,L428,122.0,E C W Wong (-3),,3.0,C S Shum,,67.0,1081.0,27.0,1.10.12,-,67.0,Raymond Hui,PP,3,Gelding,0,0,Dandy Man,My Excelsa,HK_2025_L428,ST_20260906_R10_09,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L428,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,10,THE HEIR,H459,122.0,H Bentley,,13.0,C Fownes,,67.0,1188.0,-9.0,1.08.94,-,74.0,Eddie Junior Yau,PP,7,Gelding,0,5547850,Impending,Isola Blu,HK_2022_H459,ST_20260906_R10_10,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H459,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,11,THOUSAND SPIRIT,K365,119.0,L Hewitson,,9.0,M Newnham,,64.0,1046.0,1.0,1.08.68,-,71.0,Thousand Cups Syndicate,PP,5,Gelding,0,1705200,Exceedance,La Questa,HK_2024_K365,ST_20260906_R10_11,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K365,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,12,MASTER PAYMENT,L159,118.0,Z Purton,2.0,7.0,C H Yip,,63.0,1096.0,10.0,1.08.90,-,91.0,Andrew Lo Chun Kit,PPG,4,Gelding,0,1146600,Hanseatic,Ragazze,HK_2025_L159,ST_20260906_R10_12,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L159,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
2026-09-06,ST,Sha Tin,10,ST_20260906_R10,BATTERY HANDICAP,17:55,Turf,A,1200,Good,1860000,,Class 3,13,SUGAR GOODSON,L303,117.0,Y L Chung (-2),,4.0,C S Shum,,62.0,1019.0,-10.0,,-,64.0,Robert Ng Chee Siong,PP,3,Gelding,0,0,Sea The Moon,A Touch Of Luck,HK_2025_L303,ST_20260906_R10_13,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L303,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=10
